	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
1	2.274116598	0.443292764	4.326228379	1.216081163	7.442632594	1.12668036	3.461034797	0.363504326	1.373167116	0.661323957	2.918111034	0.384124419	1.567870793	0.173453194	0.702143109
2	11.8115544	0.709291718	7.057016211	0.974391882	6.776026314	0.728701008	3.569043477	0.327541253	2.701900979	0.609984985	4.679704441	0.618497053	2.642668324	0.310411644	1.005020493
3	14.83714265	0.709695038	9.072912027	1.4516972	7.768169248	1.024720328	4.119570379	0.354943091	2.401932629	0.830969805	3.265295214	0.738256355	2.869661693	0.371578386	1.218723286
4	3.575919899	0.509201656	5.053873257	0.955163281	8.720849045	1.015459419	5.923423606	0.251197721	1.624664223	0.274398489	1.172004672	0.284223265	0.903891231	0	0.188987738
5	4.902133725	0.626438321	5.877621068	1.135582628	8.080796746	0.969222767	3.832749655	0.359206284	2.797819674	0.621681355	3.142735367	0.686871737	3.102606963	0.389767186	1.127803555
6	8.156668342	0.824329665	8.912958506	1.624993777	11.96411901	1.39203019	5.91996313	0.861571038	3.583047443	1.348610575	6.679931205	1.064488618	3.781660891	0.476617509	1.264706615
7	4.404723194	0.691115059	8.364438319	1.79516393	14.57662441	1.575250989	5.554089639	0.482590346	2.946384135	0.600675158	2.245171457	0.409235302	1.594366947	0.183965356	0.473978944
8	3.149786167	0.389083641	7.635931089	1.20228904	8.960203609	1.013778082	5.033767096	0.573976156	3.849509705	1.375351568	5.899299072	1.276157501	4.250035789	0.800943265	1.781054361
9	4.943319548	0.695126756	10.86622276	1.771758166	13.09811617	1.448421396	6.492853926	1.019675988	4.653887223	1.771247849	6.644016547	1.498387393	7.404500992	0.982925881	3.613436702
10	11.99422011	1.246858375	7.923523987	1.932622529	6.053791563	1.184855254	2.515442995	0.504759024	1.463743126	1.074028875	4.247311528	1.153451185	7.623593063	0.88537987	4.373691426
11	2.942875355	0.456208804	7.615230417	1.214855535	10.02054523	1.110737336	6.103770699	0.408789291	2.548654886	0.591480676	2.55930215	0.401179033	1.482772509	0.193853062	0.541585841
12	5.952525327	0.719244329	5.113567151	1.682188893	6.358402969	1.499009743	3.864346122	0.452326151	1.703309164	0.883843939	5.143450994	0.62400382	2.976015961	0.425497932	1.516291861
13	5.01324303	0.685023085	6.493370849	1.605705684	7.842440692	1.285602409	3.635474617	0.527968564	3.089609171	1.01284842	5.247886013	0.745666646	3.897633321	0.476715824	1.968695645
14	5.203383245	0.733958001	5.676904973	1.505726972	8.491720093	1.468214875	5.323922762	0.452304017	2.236619736	0.804892507	3.776935429	0.859149738	4.12563569	0.524879334	1.834208399
15	6.592640917	1.283214208	8.224443391	3.030156926	15.66846732	2.865020392	6.922335094	0.922179895	4.004311981	0.63150325	3.768666923	0.515749555	1.793813465	0.168068441	0.317609146
16	9.129119844	1.095787919	5.575177211	1.867638618	5.54595863	1.32277714	2.330717358	0.279428759	1.51808673	0.474717434	2.989829243	0.70654624	4.454097788	0.439704357	2.005605056
17	9.0549662	1.132280222	8.68093269	2.464661285	11.49667165	1.949163436	4.460672611	0.651765253	2.509240693	0.78819091	4.824076817	0.984571411	4.568489385	0.500305076	1.74656345
18	10.09250136	0.944314548	7.860031376	2.093083272	8.347684598	1.499292115	3.262030642	0.36038787	1.844813266	0.536865405	2.355161218	0.388748267	1.280287904	0.102222977	0.202426034
19	9.871331549	1.282524537	8.328199554	2.876963731	11.67773933	2.3722342	4.818392305	0.713509908	3.085756203	0.811785429	3.844504984	0.872803112	3.528088706	0.540912468	1.656671922
20	9.855503114	0.704641835	5.161384824	2.262068291	9.231093403	2.379371128	5.907727692	0.976285714	3.525750249	1.493265055	5.111178583	1.914954942	8.418173071	1.535461998	6.769476368
